门店名称	菜品名称	物料名称	毛料	净料	单价	单位	物料成本
总部	湖南米粉	江西米粉50*500g	200	200	3.8	克	1.52
总部	剁椒鱼头（半只）	大红椒	25	25	5.25	克	0.26
总部	剁椒鱼头（半只）	小米椒	5	5	10	克	0.1
总部	剁椒鱼头（半只）	生姜	4	4	3.15	克	0.03
总部	剁椒鱼头（半只）	大蒜子	5	5	4	克	0.04
总部	剁椒鱼头（半只）	香葱	2.5	2.5	4.75	克	0.02
总部	剁椒鱼头（半只）	家乐鸡精900g*10	2	2	20.5	克	0.05
总部	剁椒鱼头（半只）	老一品豆豉180g*30	3	3	4	克	0.07
总部	剁椒鱼头（半只）	家乐蒸鱼豉油2.35KG*6	10	10	24.75	克	0.11
总部	剁椒鱼头（半只）	泡红椒1*2.5kg	125	125	7	克	1.75
总部	剁椒鱼头（半只）	大湖有机鱼	1.9	1.9	12.15	斤	23.09
总部	剁椒鱼头（半只）	带皮肥膘	15	15	7.5	克	0.23
总部	剁椒鱼头（半只）	青岛啤酒冰纯600ML	25	25	2	克	0.08
总部	剁椒鱼头（半只）	双桥味精2.5kg	2	2	36	克	0.03
总部	剁椒鱼头（半只）	海皇大豆油10L	25	25	0	克	0
总部	剁椒鱼头（整只）	大红椒	50	50	5.25	克	0.53
总部	剁椒鱼头（整只）	小米椒	10	10	10	克	0.2
总部	剁椒鱼头（整只）	生姜	8	8	3.15	克	0.05
总部	剁椒鱼头（整只）	大蒜子	10	10	4	克	0.08
总部	剁椒鱼头（整只）	香葱	5	5	4.75	克	0.05
总部	剁椒鱼头（整只）	家乐鸡精900g*10	4	4	20.5	克	0.09
总部	剁椒鱼头（整只）	老一品豆豉180g*30	6	6	4	克	0.13
总部	剁椒鱼头（整只）	家乐蒸鱼豉油2.35KG*6	20	20	24.75	克	0.21
总部	剁椒鱼头（整只）	泡红椒1*2.5kg	250	250	7	克	3.5
总部	剁椒鱼头（整只）	大湖有机鱼	3.8	3.8	12.15	斤	46.17
总部	剁椒鱼头（整只）	带皮肥膘	30	30	7.5	克	0.45
总部	剁椒鱼头（整只）	青岛啤酒冰纯600ML	50	50	2	克	0.17
总部	剁椒鱼头（整只）	双桥味精2.5kg	4	4	36	克	0.06
总部	剁椒鱼头（整只）	海皇大豆油10L	50	50	0	克	0
总部	剁椒蒸毛芋	毛芋头(光）	300	300	4	克	2.4
总部	剁椒蒸毛芋	大红椒	15	15	5.25	克	0.16
总部	剁椒蒸毛芋	小米椒	10	10	10	克	0.2
总部	剁椒蒸毛芋	香葱	6	6	4.75	克	0.06
总部	剁椒蒸毛芋	食用盐400g*60	1	1	0.75	克	0
总部	剁椒蒸毛芋	唐辣子剁辣椒10kg	4	4	110	克	0.04
总部	剁椒蒸毛芋	家乐蒸鱼豉油2.35KG*6	15	15	24.75	克	0.16
总部	剁椒蒸毛芋	津山口福猛辣剁椒10KG	15	15	86.67	克	0.13
总部	剁椒蒸毛芋	带皮肥膘	50	50	7.5	克	0.75
总部	剁椒蒸毛芋	双桥味精2.5kg	1	1	36	克	0.01
总部	肉饼蒸水蛋	香葱	10	10	4.75	克	0.1
总部	肉饼蒸水蛋	去皮马蹄	20	20	9.5	克	0.38
总部	肉饼蒸水蛋	肉泥	100	100	12	克	2.4
总部	肉饼蒸水蛋	家乐鸡精900g*10	5	5	20.5	克	0.11
总部	肉饼蒸水蛋	食用盐400g*60	3	3	0.75	克	0.01
总部	肉饼蒸水蛋	家乐蒸鱼豉油2.35KG*6	5	5	24.75	克	0.05
总部	肉饼蒸水蛋	带皮肥膘	15	15	7.5	克	0.23
总部	肉饼蒸水蛋	鸡蛋	300	300	0	克	0
总部	自制腊香肠	生姜	10	10	3.15	克	0.06
总部	自制腊香肠	大蒜子	10	10	4	克	0.08
总部	自制腊香肠	香葱	2	2	4.75	克	0.02
总部	自制腊香肠	红辣椒粉	1	1	9.25	克	0.02
总部	自制腊香肠	老一品豆豉180g*30	5	5	4	克	0.11
总部	自制腊香肠	腊香肠	150	150	27.5	克	8.25
总部	自制腊香肠	海皇大豆油10L	30	30	0	克	0
总部	香芋蒸排骨	香葱	3	3	4.75	克	0.03
总部	香芋蒸排骨	仔排	120	120	15.5	克	3.72
总部	香芋蒸排骨	白糖	5	5	3.9	克	0.04
总部	香芋蒸排骨	超级生粉	8	8	5.18	克	0.08
总部	香芋蒸排骨	食用盐400g*60	2	2	0.75	克	0
总部	香芋蒸排骨	口口可楚香芋290g	250	250	30.5	克	26.29
总部	香芋蒸排骨	带皮肥膘	100	100	7.5	克	1.5
总部	香芋蒸排骨	双桥味精2.5kg	2	2	36	克	0.03
总部	香芋蒸排骨	海皇大豆油10L	30	30	0	克	0
总部	香芋蒸排骨	鸡蛋	75	75	0	克	0
总部	湘西腊牛肉	生姜	2	2	3.15	克	0.01
总部	湘西腊牛肉	大蒜子	2	2	4	克	0.02
总部	湘西腊牛肉	香葱	2	2	4.75	克	0.02
总部	湘西腊牛肉	红辣椒粉	2	2	9.25	克	0.04
总部	湘西腊牛肉	腊牛肉	150	150	61	克	18.3
总部	湘西腊牛肉	家乐鸡精900g*10	2	2	20.5	克	0.05
总部	湘西腊牛肉	老一品豆豉180g*30	2	2	4	克	0.04
总部	湘西腊牛肉	双桥味精2.5kg	1	1	36	克	0.01
总部	湘西腊牛肉	纯正菜籽油20L	20	20	0	毫升	0
总部	口味当家肉	青椒	50	50	4.15	克	0.42
总部	口味当家肉	生姜	5	5	3.15	克	0.03
总部	口味当家肉	大蒜子	6	6	4	克	0.05
总部	口味当家肉	香葱	3	3	4.75	克	0.03
总部	口味当家肉	带皮五花肉	600	600	13.9	克	16.68
总部	口味当家肉	红辣椒粉	20	20	9.25	克	0.37
总部	口味当家肉	海天红烧酱油500ml*12	15	15	6.25	毫升	0.19
总部	口味当家肉	老一品豆豉180g*30	8	8	4	克	0.18
总部	口味当家肉	食用盐400g*60	1	1	0.75	克	0
总部	口味当家肉	海天金标生抽500ML	25	25	6	克	0.3
总部	口味当家肉	双桥味精2.5kg	3	3	36	克	0.04
总部	口味当家肉	海皇大豆油10L	30	30	0	克	0
总部	怡宝矿泉水	矿泉水	1	1	1.09	瓶	1.09
总部	加多宝	加多宝	1	1	2.2	瓶	2.2
总部	雪花勇闯天涯	雪花勇闯天涯	1	1	0	瓶	0
总部	怡宝矿泉水	矿泉水	1	1	1.1	瓶	1.1
总部	加多宝	加多宝	1	1	2.2	瓶	2.2
总部	雪花勇闯天涯	雪花勇闯天涯	1	1	0	瓶	0
总部	邵阳老酒	邵阳老酒1*24	1	1	5.75	瓶	5.75
总部	雪花纯生	雪花纯生	1	1	78	瓶	6.5
总部	老坛剁椒鱼头	紫苏	10	10	3.5	克	0.07
总部	老坛剁椒鱼头	大红椒	50	50	4	克	0.4
总部	老坛剁椒鱼头	小米椒	10	10	6.5	克	0.13
总部	老坛剁椒鱼头	生姜	8	8	3	克	0.05
总部	老坛剁椒鱼头	大蒜子	10	10	3.51	克	0.07
总部	老坛剁椒鱼头	香葱	5	5	2.8	克	0.03
总部	老坛剁椒鱼头	冻肥膘	30	30	6	克	0.36
总部	老坛剁椒鱼头	家乐鸡精900g*10	4	4	20.51	克	0.09
总部	老坛剁椒鱼头	老一品豆豉180g*30	6	6	4	克	0.13
总部	老坛剁椒鱼头	家乐蒸鱼豉油2.35KG*6	20	20	25	克	0.21
总部	老坛剁椒鱼头	莲花味精2000g*5	4	4	26	克	0.05
总部	老坛剁椒鱼头	泡红椒1*2.5kg	250	250	7	克	3.5
总部	老坛剁椒鱼头	大豆油	50	50	141	克	0.35
总部	老坛剁椒鱼头	大湖有机鱼	3.8	3.8	11.8	斤	44.84
总部	老坛剁椒鱼头	重庆啤酒	50	50	31	毫升	0.26
总部	郎酒100ml	小郎酒100ml*24	1	1	12	瓶	12
总部	开口笑好韵酒100ml	好韵开口笑1*24	1	1	16	瓶	16
总部	经典王朝干红	经典王朝干红1*12	1	1	34	瓶	34
总部	长城窑藏三年干红	长城窖藏三年干红1*6	1	1	78	瓶	78
总部	九年开口笑500ml	52度九年开口笑1*6	1	1	95	瓶	95
总部	老坛剁椒鱼头（半只）	紫苏	5	5	3.5	克	0.04
总部	老坛剁椒鱼头（半只）	大红椒	25	25	4	克	0.2
总部	老坛剁椒鱼头（半只）	小米椒	5	5	6.5	克	0.07
总部	老坛剁椒鱼头（半只）	生姜	4	4	3	克	0.02
总部	老坛剁椒鱼头（半只）	大蒜子	5	5	3.51	克	0.04
总部	老坛剁椒鱼头（半只）	香葱	2.5	2.5	2.8	克	0.01
总部	老坛剁椒鱼头（半只）	冻肥膘	15	15	6	克	0.18
总部	老坛剁椒鱼头（半只）	家乐鸡精900g*10	2	2	20.51	克	0.05
总部	老坛剁椒鱼头（半只）	老一品豆豉180g*30	3	3	4	克	0.07
总部	老坛剁椒鱼头（半只）	家乐蒸鱼豉油2.35KG*6	10	10	25	克	0.11
总部	老坛剁椒鱼头（半只）	莲花味精2000g*5	2	2	26	克	0.03
总部	老坛剁椒鱼头（半只）	泡红椒1*2.5kg	125	125	7	克	1.75
总部	老坛剁椒鱼头（半只）	大豆油	25	25	141	克	0.18
总部	老坛剁椒鱼头（半只）	大湖有机鱼	1.9	1.9	11.8	斤	22.42
总部	老坛剁椒鱼头（半只）	重庆啤酒	25	25	31	毫升	0.13
总部	酒鬼三两三168ml	三两三	1	1	624	瓶	26
总部	米饭费	益香米15KG	50	50	124.5	克	0.42
总部	纸巾	盒装纸巾（新版）	1	1	0.7	盒	0.7
总部	打包盒	750打包盒	1	1	111.01	个	0.37
总部	半价剁椒鱼头	紫苏	10	10	3.5	克	0.07
总部	半价剁椒鱼头	大红椒	50	50	4	克	0.4
总部	半价剁椒鱼头	小米椒	10	10	6.5	克	0.13
总部	半价剁椒鱼头	生姜	8	8	3	克	0.05
总部	半价剁椒鱼头	大蒜子	10	10	3.51	克	0.07
总部	半价剁椒鱼头	香葱	5	5	2.8	克	0.03
总部	半价剁椒鱼头	冻肥膘	30	30	6	克	0.36
总部	半价剁椒鱼头	家乐鸡精900g*10	4	4	20.51	克	0.09
总部	半价剁椒鱼头	老一品豆豉180g*30	6	6	4	克	0.13
总部	半价剁椒鱼头	家乐蒸鱼豉油2.35KG*6	20	20	25	克	0.21
总部	半价剁椒鱼头	莲花味精2000g*5	4	4	26	克	0.05
总部	半价剁椒鱼头	泡红椒1*2.5kg	250	250	7	克	3.5
总部	半价剁椒鱼头	大豆油	50	50	141	克	0.35
总部	半价剁椒鱼头	大湖有机鱼	3.8	3.8	11.8	斤	44.84
总部	半价剁椒鱼头	重庆啤酒	50	50	31	毫升	0.26
总部	手工面条	手工面	200	200	3	克	1.2
总部	全免剁椒鱼头	紫苏	10	10	3.5	克	0.07
总部	全免剁椒鱼头	大红椒	50	50	4	克	0.4
总部	全免剁椒鱼头	小米椒	10	10	6.5	克	0.13
总部	全免剁椒鱼头	生姜	8	8	3	克	0.05
总部	全免剁椒鱼头	大蒜子	10	10	3.51	克	0.07
总部	全免剁椒鱼头	香葱	5	5	2.8	克	0.03
总部	全免剁椒鱼头	冻肥膘	30	30	6	克	0.36
总部	全免剁椒鱼头	家乐鸡精900g*10	4	4	20.51	克	0.09
总部	全免剁椒鱼头	老一品豆豉180g*30	6	6	4	克	0.13
总部	全免剁椒鱼头	家乐蒸鱼豉油2.35KG*6	20	20	25	克	0.21
总部	全免剁椒鱼头	莲花味精2000g*5	4	4	26	克	0.05
总部	全免剁椒鱼头	泡红椒1*2.5kg	250	250	7	克	3.5
总部	全免剁椒鱼头	大豆油	50	50	141	克	0.35
总部	全免剁椒鱼头	大湖有机鱼	3.8	3.8	11.8	斤	44.84
总部	全免剁椒鱼头	重庆啤酒	50	50	31	毫升	0.26
总部	铁锅葱烧虾	小米椒	6	6	6.54	克	0.08
总部	铁锅葱烧虾	生姜	10	10	2.5	克	0.05
总部	铁锅葱烧虾	大蒜子	150	150	2.8	克	0.84
总部	铁锅葱烧虾	香葱	90	90	2.8	克	0.5
总部	铁锅葱烧虾	白糖	3	3	4	克	0.02
总部	铁锅葱烧虾	超级生粉	3	3	9.51	克	0.06
总部	铁锅葱烧虾	鸡蛋1*420	0.5	0.5	273	个	0.33
总部	铁锅葱烧虾	海天上等蚝油6000g*2	5	5	35	克	0.04
总部	铁锅葱烧虾	食用盐400g*60	1	1	1.5	克	0
总部	铁锅葱烧虾	水煮汉虾	20	20	68.75	克	1.38
总部	铁锅葱烧虾	家乐蒸鱼豉油2.35KG*6	8	8	25	克	0.09
总部	铁锅葱烧虾	莲花味精2000g*5	2	2	26	克	0.03
总部	铁锅葱烧虾	大豆油	80	80	141	克	0.56
总部	铁锅葱烧虾	李锦记锦珍生抽500ml	8	8	4.5	毫升	0.07
总部	汽锅蛋饺香	生姜	20	20	3	克	0.12
总部	汽锅蛋饺香	香葱	2	2	2.8	克	0.01
总部	汽锅蛋饺香	去皮马蹄	50	50	12	克	1.2
总部	汽锅蛋饺香	鲜玉米	150	150	3	克	0.9
总部	汽锅蛋饺香	肉泥	150	150	11.5	克	3.45
总部	汽锅蛋饺香	大排	100	100	14.53	克	2.91
总部	汽锅蛋饺香	白胡椒粉	2	2	39	克	0.16
总部	汽锅蛋饺香	鸡蛋1*420	1	1	273	个	0.65
总部	汽锅蛋饺香	家乐鸡精900g*10	2	2	20.51	克	0.05
总部	汽锅蛋饺香	食用盐400g*60	2	2	1.5	克	0.01
总部	汽锅蛋饺香	黄油老母鸡	150	150	13.5	克	4.05
总部	汽锅蛋饺香	大豆油	30	30	141	克	0.21
总部	酱油炒饭	香葱	20	20	2.81	克	0.11
总部	酱油炒饭	冻肥膘	50	50	6	克	0.6
总部	酱油炒饭	鸡蛋1*420	1	1	273	个	0.65
总部	酱油炒饭	白胡椒粒	5	5	56	克	0.56
总部	酱油炒饭	食用盐400g*60	2	2	1.5	克	0.01
总部	酱油炒饭	海天草菇老抽500ml*12	10	10	6.8	毫升	0.14
总部	酱油炒饭	大豆油	20	20	141	克	0.14
总部	酱油炒饭	益香米15KG	200	200	124.57	克	1.67
总部	臭豆腐（4片）	小米椒	5	5	6.6	克	0.07
总部	臭豆腐（4片）	大蒜子	5	5	3.52	克	0.04
总部	臭豆腐（4片）	香葱	5	5	2.77	克	0.03
总部	臭豆腐（4片）	臭豆腐	4	4	0.34	片	1.36
总部	臭豆腐（4片）	红辣椒粉	5	5	9.61	克	0.1
总部	臭豆腐（4片）	食用盐400g*60	2	2	1.53	克	0.01
总部	臭豆腐（4片）	义丰祥麻油350ml*20	2	2	7.54	克	0.04
总部	臭豆腐（4片）	莲花味精2000g*5	3	3	26	克	0.04
总部	臭豆腐（4片）	大豆油	20	20	141	克	0.14
总部	臭豆腐（4片）	李锦记锦珍生抽500ml	5	5	4.51	毫升	0.05
总部	团购特价香芋蒸排骨	香葱	3	3	2.8	克	0.02
总部	团购特价香芋蒸排骨	冻肥膘	100	100	6	克	1.2
总部	团购特价香芋蒸排骨	仔排	120	120	21	克	5.04
总部	团购特价香芋蒸排骨	白糖	5	5	4	克	0.04
总部	团购特价香芋蒸排骨	超级生粉	8	8	9.52	克	0.15
总部	团购特价香芋蒸排骨	鸡蛋1*420	1	1	273	个	0.65
总部	团购特价香芋蒸排骨	食用盐400g*60	2	2	1.5	克	0.01
总部	团购特价香芋蒸排骨	莲花味精2000g*5	2	2	26	克	0.03
总部	团购特价香芋蒸排骨	大豆油	30	30	141	克	0.21
总部	团购特价香芋蒸排骨	香芋粒1*2.5kg	250	250	50	克	5
总部	猪油拌饭	香葱	0.5	0.5	2.8	克	0
总部	猪油拌饭	新鲜肥膘	15	15	6.6	克	0.2
总部	猪油拌饭	海天草菇老抽500ml*12	2	2	6.8	毫升	0.03
总部	猪油拌饭	益香米15KG	50	50	124.51	克	0.42
总部	臭豆腐（6片）	香葱	2	2	2.77	克	0.01
总部	臭豆腐（6片）	凤尾酸菜	8	8	3	克	0.05
总部	臭豆腐（6片）	越南椒粉	1	1	9.5	克	0.02
总部	臭豆腐（6片）	臭豆腐	6	6	0.34	片	2.04
总部	臭豆腐（6片）	家乐鸡精900g*10	1	1	20.51	克	0.02
总部	臭豆腐（6片）	食用盐400g*60	1	1	1.53	克	0
总部	臭豆腐（6片）	义丰祥麻油350ml*20	1	1	7.54	克	0.02
总部	臭豆腐（6片）	榨菜头	3	3	2.21	克	0.01
总部	臭豆腐（6片）	大豆油	5	5	141	克	0.04
总部	团购特价口味花甲王	紫苏	15	15	3.5	克	0.11
总部	团购特价口味花甲王	青椒	130	130	4.5	克	1.17
总部	团购特价口味花甲王	生姜	30	30	2.51	克	0.15
总部	团购特价口味花甲王	大蒜子	30	30	2.82	克	0.17
总部	团购特价口味花甲王	香葱	10	10	2.81	克	0.06
总部	团购特价口味花甲王	食用盐400g*60	2	2	1.5	克	0.01
总部	团购特价口味花甲王	海天草菇老抽500ml*12	10	10	6.8	毫升	0.14
总部	团购特价口味花甲王	莲花味精2000g*5	2	2	26	克	0.03
总部	团购特价口味花甲王	花甲1*10	1	1	8.8	包	8.8
总部	团购特价口味花甲王	大豆油	50	50	141	克	0.35
总部	团购特价口味花甲王	金牌牛蛙酱	30	30	125	克	1.5
总部	臭豆腐（10片）	大蒜子	5	5	3.52	克	0.04
总部	臭豆腐（10片）	香葱	5	5	2.77	克	0.03
总部	臭豆腐（10片）	越南椒粉	5	5	9.5	克	0.1
总部	臭豆腐（10片）	臭豆腐	10	10	0.34	片	3.4
总部	臭豆腐（10片）	食用盐400g*60	2	2	1.53	克	0.01
总部	臭豆腐（10片）	义丰祥麻油350ml*20	2	2	7.54	克	0.04
总部	臭豆腐（10片）	莲花味精2000g*5	3	3	26	克	0.04
总部	臭豆腐（10片）	大豆油	20	20	141	克	0.14
总部	臭豆腐（10片）	李锦记锦珍生抽500ml	5	5	4.51	毫升	0.05
总部	臭豆腐（8片）	小米椒	5	5	6.6	克	0.07
总部	臭豆腐（8片）	大蒜子	5	5	3.52	克	0.04
总部	臭豆腐（8片）	香葱	5	5	2.77	克	0.03
总部	臭豆腐（8片）	越南椒粉	5	5	9.5	克	0.1
总部	臭豆腐（8片）	臭豆腐	8	8	0.34	片	2.72
总部	臭豆腐（8片）	食用盐400g*60	2	2	1.53	克	0.01
总部	臭豆腐（8片）	义丰祥麻油350ml*20	2	2	7.54	克	0.04
总部	臭豆腐（8片）	莲花味精2000g*5	3	3	26	克	0.04
总部	臭豆腐（8片）	大豆油	20	20	141	克	0.14
总部	臭豆腐（8片）	李锦记锦珍生抽500ml	5	5	4.51	毫升	0.05
总部	自制绿豆沙	白糖	35	35	4	克	0.28
总部	自制绿豆沙	绿豆	80	80	6.8	克	1.09
总部	红糖煎糍粑	红皮花生米	10	10	5	克	0.1
总部	红糖煎糍粑	散装红糖	0.1	0.1	4.4	斤	0.44
总部	红糖煎糍粑	大豆油	30	30	141	克	0.21
总部	红糖煎糍粑	薄荷叶	10	10	12	克	0.24
总部	红糖煎糍粑	糍粑	340	340	6.8	克	6.8
总部	养身红枣汁	卿卿雨阿胶枣	100	100	4.5	克	1.5
总部	柠檬可乐	海南青柠檬（斤）	30	30	11	克	0.66
总部	柠檬可乐	可乐	500	500	1.88	克	1.88
总部	香烤猪手	香葱	2	2	2.8	克	0.01
总部	香烤猪手	鲜猪手	1	1	13.5	边	6.75
总部	香烤猪手	越南椒粉	2	2	9.5	克	0.04
总部	香烤猪手	大豆油	5	5	141	克	0.04
总部	团购酱汁牛腩钵	生姜	25	25	2.51	克	0.13
总部	团购酱汁牛腩钵	大蒜子	15	15	2.82	克	0.08
总部	团购酱汁牛腩钵	香葱	10	10	2.81	克	0.06
总部	团购酱汁牛腩钵	美人椒	30	30	4.5	克	0.27
总部	团购酱汁牛腩钵	白胡椒粒	2	2	56	克	0.22
总部	团购酱汁牛腩钵	海天上等蚝油6000g*2	20	20	35	克	0.14
总部	团购酱汁牛腩钵	红星二锅头500ml*12	6	6	7.5	毫升	0.09
总部	团购酱汁牛腩钵	家乐鸡精900g*10	2	2	20.53	克	0.05
总部	团购酱汁牛腩钵	食用盐400g*60	2	2	1.5	克	0.01
总部	团购酱汁牛腩钵	甘草	5	5	17	克	0.17
总部	团购酱汁牛腩钵	冻牛筋	300	300	25	克	15
总部	团购酱汁牛腩钵	海天草菇老抽500ml*12	8	8	6.8	毫升	0.11
总部	团购酱汁牛腩钵	莲花味精2000g*5	5	5	26	克	0.07
总部	团购酱汁牛腩钵	原味黄野山椒节	2	2	20	克	0.08
总部	团购酱汁牛腩钵	大豆油	50	50	141	克	0.35
总部	团购酱汁牛腩钵	李锦记锦珍生抽500ml	10	10	4.51	毫升	0.09
总部	团购酱汁牛腩钵	新鲜牛腩	300	300	31	克	18.6
总部	香烤鸡翅串	香葱	10	10	2.8	克	0.06
总部	香烤鸡翅串	红辣椒面	10	10	18	克	0.36
总部	香烤鸡翅串	孜然粉	8	8	16.5	克	0.26
总部	香烤鸡翅串	永达翅中1KG	1	1	49	个	2.04
总部	香烤鸡翅串	莲花味精2000g*5	2	2	26	克	0.03
总部	香烤鸡翅串	川香麻辣腌酱2kg*6（烧烤酱料）	5	5	50	克	0.02
总部	香烤鸡翅串	大豆油	30	30	141	克	0.21
总部	团购红椒蒸脆骨	小米椒	15	15	6.5	克	0.2
总部	团购红椒蒸脆骨	大蒜子	10	10	3.51	克	0.07
总部	团购红椒蒸脆骨	香葱	5	5	2.8	克	0.03
总部	团购红椒蒸脆骨	美人椒	100	100	4.5	克	0.9
总部	团购红椒蒸脆骨	冻肥膘	50	50	6	克	0.6
总部	团购红椒蒸脆骨	家乐鸡精900g*10	2	2	20.51	克	0.05
总部	团购红椒蒸脆骨	老一品豆豉180g*30	3	3	4	克	0.07
总部	团购红椒蒸脆骨	食用盐400g*60	4	4	1.5	克	0.02
总部	团购红椒蒸脆骨	德字香干	50	50	3.5	克	0.35
总部	团购红椒蒸脆骨	莲花味精2000g*5	2	2	26	克	0.03
总部	团购红椒蒸脆骨	猪脆骨	250	250	20	克	10
总部	湖南米粉	江西米线	200	200	3.8	克	1.52
总部	青柠雪碧	海南青柠檬（斤）	90	90	11	克	1.98
总部	青柠雪碧	厅雪碧	1	1	1.88	厅	1.88
总部	香烤小肉肠/5串	红辣椒面	2	2	18	克	0.07
总部	香烤小肉肠/5串	孜然粉	5	5	16.5	克	0.17
总部	香烤小肉肠/5串	太太乐鲜味宝500g	1	1	13	克	0.03
总部	香烤小肉肠/5串	食用盐400g*60	1	1	1.5	克	0
总部	香烤小肉肠/5串	大豆油	10	10	141	克	0.07
总部	香烤小肉肠/5串	肉肠	1	1	0	根	0
总部	团购葱油圈/3个	香葱	6.5	6.5	2.77	克	0.04
总部	团购葱油圈/3个	泡打粉	1.3	1.3	20	克	0.65
总部	团购葱油圈/3个	家乐鸡精900g*10	0.04	0.04	20.51	克	0
总部	团购葱油圈/3个	太太乐鲜味宝500g	0.07	0.07	13	克	0
总部	团购葱油圈/3个	食用盐400g*60	0.43	0.43	1.53	克	0
总部	团购葱油圈/3个	秋菊粘米粉400g*30	52	52	3.2	克	0.42
总部	团购葱油圈/3个	大豆油	55	55	141	克	0.39
总部	团购葱油圈/3个	益香米15KG	6.5	6.5	124.5	克	0.05
总部	赠送养身红枣汁	卿卿雨阿胶枣	100	100	4.5	克	1.5
总部	赠送自制绿豆沙	白糖	35	35	4	克	0.28
总部	赠送自制绿豆沙	绿豆	80	80	6.8	克	1.09
总部	香烤牛筋/5串	香葱	5	5	2.8	克	0.03
总部	香烤牛筋/5串	孜然粉	2.5	2.5	16.5	克	0.08
总部	香烤牛筋/5串	越南椒粉	5	5	9.5	克	0.1
总部	香烤牛筋/5串	冻牛筋	100	100	25	克	5
总部	香烤牛筋/5串	龙牌酱油500ML*12	2.5	2.5	6	毫升	0.03
总部	香烤牛筋/5串	莲花味精2000g*5	5	5	26	克	0.07
总部	香烤牛筋/5串	大豆油	12.5	12.5	141	克	0.09
总部	老卤香猪手	生姜	10	10	2.84	克	0.06
总部	老卤香猪手	香葱	10	10	2.86	克	0.06
总部	老卤香猪手	洋葱	10	10	2.5	克	0.05
总部	老卤香猪手	鲜猪手	2	2	13.5	边	13.5
总部	老卤香猪手	白糖	3	3	4	克	0.02
总部	老卤香猪手	红曲米	5	5	4.8	克	0.05
总部	老卤香猪手	红辣椒粉	5	5	9.5	克	0.1
总部	老卤香猪手	家乐鸡精900g*10	2	2	20.5	克	0.05
总部	老卤香猪手	卤药	10	10	26	克	0.52
总部	老卤香猪手	食用盐400g*60	2	2	1.5	克	0.01
总部	老卤香猪手	家乐蒸鱼豉油2.35KG*6	10	10	25	克	0.11
总部	老卤香猪手	莲花味精2000g*5	2	2	26	克	0.03
总部	老卤香猪手	原味黄野山椒节	2	2	20	克	0.08
总部	老卤香猪手	大豆油	50	50	141	克	0.35
总部	老卤香猪手	李锦记锦珍生抽500ml	10	10	4.5	毫升	0.09
总部	烤牛肉串串/10串起点	香葱	5	5	2.8	克	0.03
总部	烤牛肉串串/10串起点	牛菱	50	50	36	克	3.6
总部	烤牛肉串串/10串起点	超级生粉	2.5	2.5	9.59	克	0.05
总部	烤牛肉串串/10串起点	孜然粉	2.5	2.5	16.5	克	0.08
总部	烤牛肉串串/10串起点	越南椒粉	5	5	9.5	克	0.1
总部	烤牛肉串串/10串起点	食用盐400g*60	7.5	7.5	1.5	克	0.03
总部	烤牛肉串串/10串起点	龙牌酱油500ML*12	2.5	2.5	6	毫升	0.03
总部	烤牛肉串串/10串起点	莲花味精2000g*5	5	5	26	克	0.07
总部	烤牛肉串串/10串起点	大豆油	30	30	141	克	0.21
总部	团购攸县炒香干	小米椒	20	20	6.5	克	0.26
总部	团购攸县炒香干	大蒜叶	15	15	2.2	克	0.07
总部	团购攸县炒香干	大蒜子	30	30	2.82	克	0.17
总部	团购攸县炒香干	冻肥膘	30	30	6	克	0.36
总部	团购攸县炒香干	带皮五花肉	50	50	13	克	1.3
总部	团购攸县炒香干	白胡椒粒	5	5	56	克	0.56
总部	团购攸县炒香干	海天上等蚝油6000g*2	10	10	35	克	0.07
总部	团购攸县炒香干	家乐鸡精900g*10	4	4	20.53	克	0.09
总部	团购攸县炒香干	食用盐400g*60	2	2	1.5	克	0.01
总部	团购攸县炒香干	德字香干	300	300	3.5	克	2.1
总部	团购攸县炒香干	海天草菇老抽500ml*12	5	5	6.8	毫升	0.07
总部	团购攸县炒香干	家乐蒸鱼豉油2.35KG*6	8	8	25	克	0.09
总部	团购攸县炒香干	莲花味精2000g*5	4	4	26	克	0.05
总部	团购攸县炒香干	大豆油	20	20	141	克	0.14
总部	团购攸县炒香干	李锦记锦珍生抽500ml	6	6	4.51	毫升	0.05
总部	老卤香鸭头	白糖	2	2	4	克	0.02
总部	老卤香鸭头	红曲米	2	2	4.8	克	0.02
总部	老卤香鸭头	家乐鸡精900g*10	2	2	20.5	克	0.05
总部	老卤香鸭头	卤药	10	10	26	克	0.52
总部	老卤香鸭头	食用盐400g*60	2	2	1.5	克	0.01
总部	老卤香鸭头	家乐蒸鱼豉油2.35KG*6	10	10	25	克	0.11
总部	老卤香鸭头	莲花味精2000g*5	2	2	26	克	0.03
总部	老卤香鸭头	原味黄野山椒节	3	3	20	克	0.12
总部	老卤香鸭头	大豆油	25	25	141	克	0.18
总部	老卤香鸭头	鸭头	1	1	24	个	2.67
总部	糖饺子/3个	白糖	9	9	4	克	0.07
总部	糖饺子/3个	上海澄面454g*40	30	30	4.65	克	0.31
总部	糖饺子/3个	太古糖粉	5	5	9	克	0.09
总部	糖饺子/3个	小苏打	0.23	0.23	5.51	克	0.01
总部	糖饺子/3个	宁波水洗糯米粉850g*20	55	55	8	克	0.52
总部	糖饺子/3个	大豆油	6.5	6.5	141	克	0.05
总部	全橙热恋	橙子	125	125	8	克	2
